Unnamed: 0,id,user_id,título,descripcion,categoria_id,precio(€),imagenes,reservado,localización,golpe,reacondicionado,url_producto,posibilidad_envio
10,ejk8n3w5p1jx,8ejkdd97v9zx,Play 5,"PS5 Slim digital en perfectas condiciones de 1T con cable HDMI, tiene 4 meses y se ha usado muy poco, el único inconveniente es que el yostick derecho del mando tiene un poco mordida la goma por mi pájaro pero el mando funciona perfecto, preferible que se venga a buscar 
",24200,300.0,[],True,Barcelona,none,False,https://es.wallapop.com/item/play-5-1064840447,True
11,3zl8p25qqq6x,xzo8vgvmew69,Vr 2 ps5,Quasi nuovo ho giocato non più di due ore vendo perché ho poco spazio.......,24200,300.0,[],False,Catanzaro lido,none,False,https://es.wallapop.com/item/vr-2-ps5-1064833869,True
12,qjw4gw9gykzo,owzymln7x2z5,playstation 5,"SE VENDE

playstation 5 Con un mando y 3 años de garantia 
Nueva sin utilizar
",24200,300.0,[],False,Benaguasil,none,False,https://es.wallapop.com/item/playstation-5-1064828805,True
13,xzo2w400vl69,g0j25n44qnjy,PS5,"Vendo PS5 con dos meses de uso, garantía en vigor. Se vende por no usar.",24200,340.0,[],False,Arteixo,none,False,https://es.wallapop.com/item/ps5-1064827657,True
14,qzme0dn32yjv,vjrd15rp1x6k,PS5 Disco 1TB,"Estrena la PS5 con disco de 1TB. Producto 100% original y garantía de 3 años. Envío rápido y seguro. Aceptamos Klarna, Apple Pay y tarjetas. Consultas por Wh2ts2pp. Contrareembolso digital Disponible
",24200,329.19,[],False,Madrid,none,False,https://es.wallapop.com/item/ps5-disco-1tb-1064823532,True
15,xzo2w4de3469,7v6g485pwl6e,Ps5 digital chasis c nueva a estrenar,"Vendo ps5 digital chasis C.La consola es nueva a estrenar.Repito nueva a estrenar,solamente la he probado para ver que está todo correcto. Podéis ver las valoraciones.No hago rebaja ninguna a quien intente regatear.Envio por Mrw",24200,290.0,[],False,Ciudad Real,none,False,https://es.wallapop.com/item/ps5-digital-chasis-c-nueva-a-estrenar-1064820881,False
16,pzp2xe5emlj3,ke657r5v32jo,PS5 con disco,"Vendo PS5 por adquisición de PS5 pro. La entrego con todos los accesorios originales incluido la caja. La consola está en perfectas condiciones.  La caja incluye: cable de alimentación, un mando, un HDMI, soporte para ponerla en vertical y cable de carga del mando.",24200,350.0,[],False,Madrid,none,False,https://es.wallapop.com/item/ps5-con-disco-1064817574,False
17,mzn27kex1gzn,0j2yn7yw7dzy,Mando ps5 scuff,"Mando scuff personalizado
Usado 1 mes
Sin drift en los joysticks
Viene con su embalaje original y con 2 grips (sin cable)
Precio negociable
Para cualquier duda escribeme",24200,200.0,[],False,Granada,none,False,https://es.wallapop.com/item/mando-ps5-scuff-1064815873,False
18,qzme0dvyrgjv,8z8123ge1863,PsVR2,"Información y Ventas SOLO por WhatsApp. (Alfonso) 603 .*. 27 .*. 60 .*. 30. )-(

LIQUIDACIÓN de Últimas Unidades hasta el Martes 5 de Noviembre o Fin de Existencias. )-(

Ventas en persona (PREFERIBLEMENTE) o envíos 24H con opción de devolución en un plazo de 7 días para comprobar que todo funciona correctamente. )-(


Unidades disponibles de PS5 con lector por 350E y PlayStation 5 digital por 250E. PlayStation Portal 150E y PlayStation VR2 300E.

También tenemos ediciones especiales de God of War, Call of Duty, FC24, Spiderman 2, etc. Estas Últimas serían 50E más caras. Se entregan nuevas con 3 años de garantia directamente con Son",24200,300.0,[],False,Madrid,none,False,https://es.wallapop.com/item/psvr2-1064810232,True
19,8z8kp3r4r1z3,g0j2y3kdxmzy,"Ps5 como nueva, 2 mandos ",Se vende por no usar esta nueva algo negociable ,24200,350.0,[],False,Alcorcón,none,False,https://es.wallapop.com/item/ps5-como-nueva-2-mandos-1064809970,True
20,3zl8p2nykn6x,x6qyxg9px5jy,Playstation vr2,"Para Ventas o cualquier tipo de información SOLO vía WhatsApp. : 603 .-. 27 .-. 56 .-. 60. / Gabriel )-(

LIQUIDACIÓN hasta el Martes 5 de Noviembre o hasta venta de Últimas unidades. )-(

Para ventas en persona se puede probar todo delante nuestra. 
También hay posibilidad de envío 24h con devolución en un plazo de 7 días sin compromiso para comprobar todo con tranquilidad. )-(


Disponemos de PS5 estándar con lector 350e y PlayStation 5 digital 250e. Ediciones como God of War, Call of Duty, FC24, Spiderman 2, etc.. 300 la digital y 400 la estándar. 
También tenemos PlayStation VR, Mandos, Cascos, PlayStation Portal,etc.. 
Todo con",24200,280.0,[],False,Madrid,none,False,https://es.wallapop.com/item/playstation-vr2-1064804745,True
21,e658d19dmp6o,mznllr5w7gjn,‼️ NEW NINTENDO 3DS XL ‼️,"📦SE HACEN ENVÍOS WALLAPOP📦
 
 🕹️ New Nintendo 3DS XL Negra 🕹️
 
 Funciona perfectamente, estado impoluto. El pack incluye cable de carga y tarjeta microSD 4GB.
 
 🎮Mas consolas en nuestro perfil🎮 
 
 tags: ps vita, ps1, ps2, ps3, ps4, ps5, psp go, switch, v1, v2, oled, lite, gameboy, new 3ds xl, dsi, ds, gamecube, nintendo 64, retro, arcade, rog ally, steam deck, wii u, 2ds Xl, xbox 360, series s, series x, playstation, snes, neo, po, sega, dreamcast, atari, iphone, samsung, apple, pokemon, zelda, mario, metroid, portable",24200,209.0,[],False,Madrid,none,False,https://es.wallapop.com/item/new-nintendo-3ds-xl-1064801096,True
22,pj9m02vmr26e,qnzx54oplm62,Consola ps5 con lector de discos ,"Se vende consola ps5 con dos carcasas una negra y la blanca original con mando dual sense y caja en perfecto estado ya se puede ver sin compromiso, zona las palmas pago en mano o mediante bizum ",24200,270.0,[],False,Las Palmas de Gran Canaria,none,False,https://es.wallapop.com/item/consola-ps5-con-lector-de-discos-1064796737,False
23,v6gg3x79576e,436ew4yooy6d,Ps5 Digital,"Ps5 digital en perfectas condiciones, le queda hasta septiembre de 2025 garantia. Factura de mediamarkt. Se entrega con la caja original y un mando.",24200,350.0,[],False,San Fernando,none,False,https://es.wallapop.com/item/ps5-digital-1064792264,False
24,qzme0dolvljv,8j3yrwv4ql69,Se vende volante logitech,"se vende volante logitech para ps4/ps5/PC.
Esta en perfecto estado solo se ha usado un par de veces se entrega con caja original y garantia del game.
precio poco negociable",24200,200.0,[],False,El Alquian,none,False,https://es.wallapop.com/item/se-vende-volante-logitech-1064791556,True
25,qjw4gw75gezo,3zlg1g0eppjx,Ps5,"Perfectas condiciones. La vendo porque no la uso, se puede venir a probar a mi casa",24200,320.0,[],False,Málaga,none,False,https://es.wallapop.com/item/ps5-1064789305,True
26,wzy4g1x9d5z5,g0j2ngylymjy,Logitech G29 Driving Force,"Vendo volante Logitech G29 Driving Force, con solo 5 días de uso. Compatible con PS5, PS4 y PS3 i PC, ideal para simulación de conducción. Incluye force feedback de dos motores para una experiencia realista, pedales de acelerador, freno y embrague, y un diseño premium en cuero y acero inoxidable. En caja original y en perfecto estado. Perfecto para juegos de carreras como Gran Turismo o F1.

Incluye cascos Astro A10 y F1 2023 para ps5.",24200,250.0,[],False,Mataró,none,False,https://es.wallapop.com/item/logitech-g29-driving-force-1064786668,True
27,3zl8p2knr46x,8z81w4vmoo63,Auriculares para Juegos ,"AceZone A-Spire - True Wireless Hybrid ANC Gaming Headset - Speech Enhancing Noise Canceling Microphone - PC, PS4, PS5, Series X, Series S, Switch, Mobile
",24200,220.0,[],False,Badalona,none,False,https://es.wallapop.com/item/auriculares-para-juegos-1064785321,True
28,vjrqm54n5xzk,36ed0rlneyjd,Ps5 Digital + mando ,Consola en perfectas condiciones y funcionamiento. Usada pero bien tratada. No hago rebajas no soy el corte inglés.,24200,349.95,[],False,Sant Feliu de Llobregat,none,False,https://es.wallapop.com/item/ps5-digital---mando-1064779043,False
29,e658d170vg6o,wzvy4o5ng7zl,PS5 FAT LECTOR CFI-1216A + Juegos + 1 Mando ,"En venta una PS5 de 825 GB versión de disco físico, solo 1 mando  

Incluye el juego GTA V 

INCLUYE LA CAJA ORIGINAL JUNTO A SUS MANUALES DE SONY 

Modelo cfi-1215A , es el modelo que mejor refrigeración tiene 

Abierto a cambios por algún artículo de mi interés como bicicleta electrica camaras de fotos móviles etc ",24200,350.0,[],False,Algeciras,none,False,https://es.wallapop.com/item/ps5---gta-v---1-mando-1064777500,False
30,xzo2w4x7vl69,8z81w4vmoo63,Volante y 3 pedales ,Thrustmaster T300RS GT - Volante y 3 Pedales Force Feedback Compatible para PS5/PS4 y PC,24200,220.0,[],False,Badalona,none,False,https://es.wallapop.com/item/volante-y-3-pedales-1064771209,True
31,v6gg3xoov56e,p8j3oe9r4yj9,Playstation 5 2020 y 2 Mandos Inalámbricos,"Playstation 5 Consola Digital Edition y 2 Mandos Inalámbricos Dualsense. Se entrega en su caja original y con los dos mandos.

En perfecto estado, vendemos por desuso.",24200,300.0,[],True,Terrassa,none,False,https://es.wallapop.com/item/playstation-5-slim-y-2-mandos-inalambricos-1064770264,True
32,wzv4d72y27zl,k3zl910o8nzx,Playstation 5 slim digital con mando,precintada con factura y garantia del corte ingles. gente seria por favor,24200,350.0,[],False,Sevilla,none,False,https://es.wallapop.com/item/playstation-5-slim-digital-con-mando-1064767289,False
33,qzme0dm0ngjv,9nz0w1d75v6o,Play 5 Slim 1TB Digital,"Esta como nueva, comprada hace 2 meses, se vende por no usarla.
Incluye 1 mando.
Todos los cables incluidos",24200,320.0,[],False,Alameda de la Sagra,none,False,https://es.wallapop.com/item/play-5-slim-1tb-digital-1064759880,False
34,nz041p8xmdjo,v4z41x1v4mzy,Play 5 sin usar ,PlayStation 5 blanca sin usar viene con un mando y el juego formula 1 2024 en su disco duro,24200,350.0,[],False,Bigues,none,False,https://es.wallapop.com/item/play-5-sin-usar-1064759099,True
35,nzx4gxeer5j2,owzy4le0wez5,"Smart TV Sony Oled 55"" para piezas ","Con dos años de uso ha dejado de funcionar la pantalla. Emite 4 Flashes Led intermitentes. Sony QD-OLED Master Series - 55A95K/P BRAVIA XR televisor inteligente Google, 4K/P Ultra-HD, para PS5, Bravia CAM incluída, Dolby Vision-Atmos, Pantalla Triluminos MAX [Clase de eficiencia energética G] Se vende para piezas o si quieres arreglarla. Entrega en mano",24200,200.0,[],False,Ciudad Real,none,False,https://es.wallapop.com/item/smart-tv-sony-oled-55-para-piezas-1064755754,False
36,pzp2xek22lj3,36edlye4myjd,Monitor Dell QHD 140 HZ,"Monitor Dell, en muy buen estado, con 140hz de actualizacion de imagen y 2.048 x 1.080 píxeles (+2K RESOLUCION) 1 ms de tiempo de respuesta y perfecto para gaming, es de 24 pulgadas, panel TN y G-SYNC. ESTE ARTICULO NO SE ENVIA. Solo entrega en mano en Lleida. Mas info chat.




pc ps4 ps5 gaming ",24200,200.0,[],False,Lleida,none,False,https://es.wallapop.com/item/monitor-dell-qhd-140-hz-1064755150,False
37,0j24o74m9nzy,8z814nwev163,Play 5 sin disquera ,Vendo play 5 sin disquera totalmente nueva solo lleva 3 meses de uso y solo quiero que me hable gente seria sin tonterias ,24200,300.0,[],False,Elx/Elche,none,False,https://es.wallapop.com/item/play-5-sin-disquera-1064751559,False
38,x6qm1gmpenjy,9jd7e1rn89jk,PlayStation 5,Vendo PS 5 Digital in ottime condizioni,24200,320.0,[],False,Velletri,none,False,https://es.wallapop.com/item/playstation-5-1064750842,True
39,nz041p0nnejo,36ew8dm87k6d,E23814-0 VOLANTE PS4 THRUSTMASTER T300,"DESCUENTO 5% en tienda. WhatsApp: 676 14 63 13 . VOLANTE PS4 en Estado Muy Bueno Marca: Thrustmaster, Modelo: T300, Accesorios: Volante Y Pedales, Inalambrico: No, Edicion Especial: No, Force Feedback: Si, Palanca De Cambios: No, Rotacion: 360, Vibracion: Si, Pedales: Si, Cable Carga: Si, Wallapop: 1 . Con 3 años de GARANTÍA. Tienda Cash Converters en C/ Emperatriz Eugenia, 3 de Granada. CC097_E23814_0 Videojuegos ",12485,234.94,[],False,Granada,none,False,https://es.wallapop.com/item/e23814-0-volante-ps4-thrustmaster-t300-1064737699,False
